method,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Gabor,Green,Green,Green,Hue,Hue,Hue,Subjective,Subjective,Subjective
attr,mean0,var0,mean1,var1,mean2,var2,mean3,var3,mean4,var4,mean5,var5,mean6,var6,mean7,var7,avr,cover,filtered,avr,cover,filtered,File Name,Subjective Color Rating,Subjective Quality Rating
,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.5331018632282343,0.01148663919487803,0.16297211822760327,0.0018090659796634997,0.35961335229216235,0.0030260299428972984,0.0005364097419801123,8.180084530058801e-05,0.5331018632282343,0.011496621721342533,0.1629721182276035,0.001848913772518924,0.3596133522921621,0.003083154809963793,0.0005364097419801138,8.593626229465953e-05,0.5947602140829404,0.5260654025607638,0.6992318329259334,0.2225735462390191,0.9359144673916538,0.23146338775077135,7-4-2014 plot 1.jpg,7.5,7.5
1,0.5379575360300062,0.013993900814152376,0.16445652362272464,0.001983038519988685,0.36288883282285267,0.004176134657600023,0.0005412955440648507,7.142554137792448e-05,0.537957536030006,0.014018859392446577,0.16445652362272395,0.002113637344612418,0.36288883282285345,0.004265917969867119,0.0005412955440648507,9.513989808752667e-05,0.5971655673345083,0.5200874108836484,0.7091085639926552,0.21764845557644935,0.916130788041731,0.22899359241439024,7-4-2014 plot 2.jpg,7.25,7.25
2,0.5361967140218855,0.011258489197308595,0.16391823082677082,0.0016871676405523387,0.36170103899055284,0.003168458172906879,0.000539523796216647,6.985355055893007e-05,0.5361967140218847,0.01127062300733086,0.1639182308267707,0.0017378341712851286,0.3617010389905538,0.0032370839191351534,0.0005395237962166476,7.564888457630954e-05,0.5957416165974478,0.5340228296601723,0.6954374347022633,0.21698826783354475,0.9119952166521991,0.22888759307379206,7-4-2014 plot 3.jpg,7.25,7.25
3,0.5382309034177772,0.014648696800504199,0.16454009350929247,0.0019799441422109947,0.3630732376608484,0.004603209607878657,0.0005415706076878749,6.211953298460631e-05,0.538230903417776,0.01467140937781134,0.16454009350929236,0.0020976975230713236,0.3630732376608469,0.004680423484965911,0.0005415706076878754,8.248944483418048e-05,0.5983180615915996,0.5277547326107574,0.7073165716705357,0.217743514082562,0.8974059305073302,0.23148462944311232,7-4-2014 plot 4.jpg,7.25,7.25
4,0.5437376747597013,0.012807460076627876,0.16622354324393357,0.0016979371625185653,0.36678792830286455,0.004018685778972837,0.0005471115483568429,4.925663848454813e-05,0.5437376747597016,0.012834778196834606,0.166223543243934,0.0018350300365449937,0.3667879283028646,0.0041177772788764,0.0005471115483568446,7.113709991662685e-05,0.6017073561798382,0.5594303460768711,0.696738649931075,0.22032649460070677,0.8696870529112012,0.2335443191844702,7-4-2014 plot 5.jpg,7.25,7.25
5,0.5379111497946181,0.012788760070433917,0.16444234310009,0.0016813364472379208,0.36285754216198834,0.004023022364454844,0.0005412488700044647,4.7110361711569166e-05,0.5379111497946172,0.012815957240883242,0.16444234310008968,0.0018155536437371041,0.36285754216198945,0.004120606833548473,0.0005412488700044641,6.763844590867929e-05,0.5950364761026254,0.5299824530205118,0.695842401793109,0.21135830001579498,0.8517564687218686,0.23050439603218906,7-4-2014 plot 6.jpg,7.25,7.25
6,0.5425363227339033,0.012013880895568178,0.16585628344259754,0.0017476672526461356,0.3659775349070069,0.0034640190077015946,0.0005459027419829873,6.652123144576852e-05,0.5425363227339031,0.012029719393154796,0.16585628344259715,0.0018237544437081903,0.36597753490700763,0.0035317767618351366,0.0005459027419829878,7.73946799388234e-05,0.6010246555731914,0.5491263307171104,0.6989362092291627,0.2176444911889027,0.8869235819749871,0.23222722519731023,7-4-2014 plot 7.jpg,7.25,7.25
7,0.5379923354273216,0.014446595961345165,0.16446716198639302,0.002020558851956767,0.3629123073758226,0.0043638365055072076,0.0005413305593912324,7.028302532178272e-05,0.5379923354273218,0.014473517012506777,0.16446716198639297,0.002150832824833105,0.3629123073758235,0.004465231370236263,0.0005413305593912329,9.036045269825826e-05,0.596653414999978,0.5369120782294882,0.7052404962561374,0.21425477819182762,0.8537279921794625,0.2308097925261214,7-4-2014 plot 8.jpg,7.25,7.25
8,0.54528346367004,0.014026564414616517,0.1666960992607618,0.0018159200892755082,0.3678306677309682,0.004619056972112655,0.0005486669288342835,5.078081251556512e-05,0.545283463670041,0.01404662690697607,0.16669609926076204,0.0019090747597187978,0.367830667730968,0.004702365840793883,0.0005486669288342835,6.328720780777806e-05,0.6055897533176967,0.5558968375249164,0.7025303985916309,0.21497991010090725,0.8603295848202803,0.2341510559048539,7-4-2014 plot 9.jpg,7.5,7.5
9,0.5323093200562803,0.014069557541809219,0.16272983350036951,0.002072118462087762,0.3590787281864114,0.004114769214851888,0.0005356122811049989,8.564107808698142e-05,0.5323093200562814,0.01408811831745434,0.16272983350036993,0.0021491527411881617,0.3590787281864114,0.004215216296927013,0.0005356122811049989,9.523381095727369e-05,0.5934375017729894,0.513281551408179,0.7079237434834388,0.2205682342030647,0.8946013274016203,0.23557824996641727,7-4-2014 plot 10.jpg,7.5,7.5
10,0.5345455083139031,0.014515561319626984,0.16341344832567434,0.0019718584540832267,0.3605871887849363,0.00465143861437281,0.0005378623448339556,6.682483390919576e-05,0.5345455083139022,0.014531708054684116,0.16341344832567456,0.0020459197779584787,0.3605871887849358,0.00472129895140446,0.0005378623448339585,7.697330104423043e-05,0.592445366763322,0.5154733540099344,0.7026520355578023,0.21235922954923026,0.8676430031105324,0.23044709112443998,7-4-2014 plot 11.jpg,7.25,7.25
11,0.5223003945253911,0.015818878643742512,0.15967005091946862,0.0022004952925266195,0.35232702928742315,0.004993176888588097,0.0005255412505349456,8.051909674169047e-05,0.5223003945253908,0.015834402769713093,0.1596700509194684,0.0022620405365301184,0.3523270292874234,0.00508288880317414,0.000525541250534947,8.731157615617136e-05,0.5784049929308949,0.46437719525623716,0.7085424139693705,0.21077094461445445,0.8705639623320152,0.22701698463490538,7-4-2014 plot 12.jpg,7.25,7.25
12,0.539719035469839,0.012192942833475759,0.16499502351321058,0.0015440985560059913,0.3640770836287744,0.0038511361605481817,0.0005430679735482105,3.583826521863011e-05,0.5397190354698399,0.012233741506935543,0.16499502351321052,0.0017604248631175165,0.3640770836287748,0.0039863686560883535,0.000543067973548211,7.156747607591423e-05,0.6021729146021199,0.5512302853933577,0.694109711877395,0.22192121055068464,0.8954937467849794,0.23538221133775142,7-17-2014 plot 1.jpg,7.0,7.25
13,0.5329926357690254,0.013149069303130492,0.16293872680351756,0.001741803496715014,0.35953967096504935,0.004016626787832872,0.0005362998367682705,4.869932332123474e-05,0.5329926357690242,0.013192555362685333,0.16293872680351731,0.0019751041173244363,0.3595396709650493,0.004156005054953964,0.0005362998367682715,8.866009920134941e-05,0.5883268027735392,0.4967192975581919,0.6981505214403395,0.2026847733221655,0.8748338487413194,0.21765643597592377,7-17-2014 plot 2.jpg,6.5,7.0
14,0.5168940625430272,0.013013862032429938,0.15801730603939668,0.0016305328795357683,0.3486800918034536,0.004363992980590949,0.0005201013724483138,4.0378734852791965e-05,0.5168940625430276,0.013036133839108933,0.15801730603939695,0.001737392498529648,0.3486800918034536,0.004471825778439576,0.0005201013724483145,5.48788541652127e-05,0.5701521203139502,0.434272043989519,0.6878235500802802,0.20830400284179665,0.8513746222350823,0.2213546414556353,7-17-2014 plot 3.jpg,7.0,7.25
15,0.5238307373509842,0.01290529337334131,0.16013788498478485,0.0017245226382555665,0.35335934928408647,0.0038810041604794127,0.0005270810890852134,4.9635726280952325e-05,0.5238307373509856,0.012943292285588845,0.1601378849847846,0.0019271221119552676,0.3533593492840865,0.004011433008423095,0.0005270810890852142,8.355863364182842e-05,0.5847437416334591,0.49237073105549123,0.6939758176888083,0.2196269571448611,0.8989473821694959,0.2300833364393619,7-17-2014 plot 4.jpg,7.0,7.25
16,0.5309451083852227,0.01037616376776824,0.16231278662606885,0.001413566777838842,0.35815847491756303,0.0030090417773447832,0.0005342396045473739,4.104397475468644e-05,0.5309451083852232,0.010405987456413551,0.16231278662606907,0.0015702334386711659,0.358158474917562,0.0031167848329892033,0.0005342396045473754,6.685438184964704e-05,0.5847550030704233,0.4945275577498071,0.6837125306773321,0.20446591772465328,0.8813563217351466,0.2140723091682195,7-17-2014 plot 5.jpg,6.75,7.0
17,0.5210850145756403,0.012270004786583452,0.15929850270603224,0.0015626913131422278,0.3515071731057334,0.0038939712737057824,0.0005243183291943492,3.8450608145550594e-05,0.5210850145756396,0.012305280335693863,0.15929850270603185,0.0017448824208472229,0.35150717310573276,0.004020447372520674,0.0005243183291943506,6.70670674054997e-05,0.5731140767114943,0.4570606372974537,0.6844775026657852,0.20102801225746322,0.8442157384299447,0.21798922027535136,7-17-2014 plot 6.jpg,6.5,7.5
18,0.5385829077037972,0.01411285083228039,0.1646477031202788,0.0016724336382235299,0.36331068841847625,0.004940389378922428,0.0005419247961484004,3.1841127436733165e-05,0.5385829077037972,0.014147848799317683,0.1646477031202787,0.0018548096000911716,0.3633106884184778,0.005063274610820965,0.0005419247961484012,6.098753901219874e-05,0.5920413401805384,0.5089232519330311,0.6943522455090315,0.20010764249501822,0.7863034220879951,0.2230260836737986,7-17-2014 plot 7.jpg,7.25,7.0
19,0.5360488339944526,0.013015399438263235,0.1638730231038632,0.001653567408807057,0.36160128388543944,0.004106754180796543,0.0005393749985987222,3.949804436743528e-05,0.5360488339944531,0.013060658114432593,0.16387302310386334,0.0018972060784078126,0.36160128388543966,0.004254571387987786,0.0005393749985987227,8.096600395083574e-05,0.5951833936287593,0.5216505890520512,0.6961975522151351,0.21403108503622797,0.8572608727977109,0.23087231691411264,7-17-2014 plot 8.jpg,6.75,7.25
20,0.5378409480635801,0.014037274020788585,0.16442088205183666,0.001700641517959244,0.36281018633456286,0.004740730700869189,0.0005411782326740966,3.3450653278375e-05,0.5378409480635793,0.014073738383619225,0.16442088205183697,0.0018937221469934032,0.36281018633456313,0.0048739912597867965,0.0005411782326740972,6.556315766032857e-05,0.5992119793971552,0.5324961344401041,0.6981274963031644,0.21510547782908537,0.8653305744438015,0.23318092046769778,7-17-2014 plot 9.jpg,6.75,7.25
21,0.5270435758658523,0.013294049410166561,0.1611200670674368,0.0016822021001096405,0.3555266267002797,0.004309417443092395,0.00053031386315272,4.182413758778387e-05,0.5270435758658523,0.013333824571480269,0.1611200670674371,0.0018872817594331856,0.3555266267002788,0.004448292373589392,0.0005303138631527225,7.425795789923064e-05,0.5882049816645332,0.48877223136493697,0.6957977649204197,0.21736515063457426,0.8714392391251929,0.23524437669012044,7-17-2014 plot 10.jpg,7.0,6.5
22,0.5230362204714785,0.012077739813075047,0.1598949968844946,0.0016370245897837324,0.35282339377876953,0.0036326153283942272,0.0005262816422557576,5.044999448398239e-05,0.5230362204714791,0.012111932527057804,0.1598949968844942,0.001817775194156129,0.3528233937787696,0.0037391171124267946,0.0005262816422557593,7.981926791586225e-05,0.5781035936168288,0.46673188386140047,0.6912150930075571,0.20455553950709437,0.889119340559092,0.21773132514759744,7-17-2014 plot 11.jpg,6.5,6.75
23,0.5273246529776234,0.01438991589453151,0.16120599385826273,0.0018303524878554025,0.3557162322698499,0.004643481449858326,0.0005305966843383162,4.635370119199159e-05,0.527324652977624,0.014432612582127236,0.161205993858263,0.002051963693705351,0.35571623226985016,0.0047959776546506695,0.0005305966843383183,8.24113611663729e-05,0.5780628389955527,0.4547936710310571,0.7003531684884519,0.1948256263177594,0.8413153754340278,0.21015918731205757,7-17-2014 plot 12.jpg,6.5,6.75
24,0.6488774556018706,0.013458492038141341,0.19836534198024552,0.0018764423212557662,0.4377118392022894,0.004039820444094509,0.0006529037179281027,5.665434020964397e-05,0.6488774556018724,0.013460039714486829,0.19836534198024555,0.0018771759470782383,0.4377118392022885,0.00404540647454396,0.0006529037179281027,5.529831841536817e-05,0.7177351202464972,0.8394063313802084,0.7615409454428809,0.2530096644667862,0.898250689722383,0.26885160109488637,7-31-2014 plot 1.jpg,7.5,7.5
25,0.5999976410256787,0.014157439032744967,0.18342251872351237,0.002007409456806872,0.4047390901056708,0.003996647038881829,0.0006037206057812468,6.301994880373717e-05,0.5999976410256783,0.014179948910773474,0.18342251872351237,0.0021155407480335153,0.4047390901056717,0.004038452664778506,0.0006037206057812469,7.847029847752302e-05,0.663010970341671,0.7372925683794689,0.7317849957218436,0.2178697114752481,0.868581701208044,0.23273724062967402,7-31-2014 plot 2.jpg,6.5,7.0
26,0.6058026337669078,0.012439288265085377,0.18519713635025392,0.0017958249915034483,0.40865495130162216,0.003612674464077217,0.0006095616183030611,6.044041603745687e-05,0.6058026337669083,0.01243505423054486,0.18519713635025428,0.0017691471585455545,0.4086549513016225,0.0036064250837668267,0.0006095616183030604,5.605145907101156e-05,0.6686177625789242,0.771042623637635,0.7259784495439489,0.2404606892471355,0.9226081753954475,0.25029088755587625,7-31-2014 plot 3.jpg,7.0,7.25
27,0.6107783873551553,0.012088900005759325,0.1867182510902122,0.0017268070219241707,0.4120114344645482,0.003475685530906117,0.0006145682462714323,5.515794162097682e-05,0.6107783873551558,0.012084565483483488,0.18671825109021223,0.001698497161138967,0.41201143446454874,0.0034644562887162977,0.0006145682462714343,5.0034528910506716e-05,0.6774361407180614,0.7761904241616834,0.7318510125774449,0.2463412304487578,0.9247415173691487,0.25658665930363594,7-31-2014 plot 4.jpg,7.0,7.25
28,0.5898696670717849,0.010319545245049131,0.18032634239686302,0.001536252983384864,0.3979070849736095,0.0028185915831864935,0.0005935297880968163,5.3762783549720554e-05,0.5898696670717861,0.010309565855130778,0.1803263423968627,0.0014767728430934175,0.39790708497360894,0.00280150476955691,0.0005935297880968156,4.260312102898528e-05,0.6514719694431989,0.7443598994502315,0.7084308599778218,0.227972800080947,0.9079283412101338,0.2390639689615902,7-31-2014 plot 5.jpg,6.75,7.0
29,0.5753090152068876,0.014959034233322541,0.17587507249728407,0.002121653864253043,0.3880849380447152,0.004384594072222558,0.000578878787887184,7.030034585186135e-05,0.5753090152068878,0.014973211871197201,0.17587507249728418,0.002192964853381893,0.38808493804471517,0.004395403826503059,0.0005788787878871843,8.263789115793769e-05,0.6357173937222935,0.659477956010481,0.722066591818804,0.21387071587402257,0.890954288435571,0.2253949369405652,7-31-2014 plot 6.jpg,6.5,7.0
30,0.6326819880150506,0.011859492948505907,0.19341430008681118,0.0016312016517636538,0.4267868982246532,0.0037066042096112204,0.0006366077580211387,5.115052727221003e-05,0.6326819880150494,0.01185255655113425,0.193414300086811,0.0015863348673177953,0.4267868982246538,0.003694531363382137,0.0006366077580211386,4.21439437743439e-05,0.6972019867507261,0.8186969521604939,0.7418326580919526,0.22085183571050743,0.8424001937049898,0.24028234119811945,7-31-2014 plot 7.jpg,7.25,7.5
31,0.680564270529025,0.011958752593492487,0.20805217240565935,0.0016597315029877994,0.45908674431031277,0.0034258573525456004,0.0006847871484535885,4.883243807964579e-05,0.6805642705290237,0.011990812586391515,0.2080521724056593,0.001830697360360603,0.4590867443103133,0.0034695949750756373,0.0006847871484535893,7.892628297906142e-05,0.7472310544176107,0.87506203985018,0.7796019952200789,0.21658919941084215,0.8585319362059542,0.23270974756685378,7-31-2014 plot 8.jpg,6.75,7.0
32,0.6601560245181637,0.011982617007828768,0.20181326139987282,0.001725968387547743,0.4453199986495006,0.0034687102354248947,0.0006642522699771572,5.8132539524235826e-05,0.6601560245181637,0.011981103515071251,0.2018132613998729,0.0017131545712565656,0.4453199986495007,0.003458916166243824,0.000664252269977156,5.579110449062441e-05,0.7314382919549165,0.8600723203808192,0.769497742302174,0.22776361317527094,0.9139232870973186,0.2380091230740681,7-31-2014 plot 9.jpg,6.75,7.25
33,0.6834111178815061,0.013094156097037476,0.20892246901369407,0.0017649925909882704,0.4610071358724264,0.004117671349393285,0.0006876516603961186,5.131455809231735e-05,0.6834111178815052,0.013102527398524709,0.208922469013694,0.0018049378914829228,0.46100713587242687,0.004121322073310514,0.0006876516603961189,5.7124280550859505e-05,0.7510779082914586,0.8788870352285879,0.7847703336754658,0.21657658050102885,0.8299551127869406,0.23665216700198252,7-31-2014 plot 10.jpg,7.0,7.25
34,0.5781416746101911,0.011170488597692726,0.17674103177264336,0.0014144699042703335,0.38999575887313087,0.0037831777215249374,0.0005817290238447966,3.330519426673009e-05,0.5781416746101906,0.011164419815393433,0.17674103177264283,0.0013798230585980137,0.38999575887313076,0.003767543211597264,0.0005817290238447972,2.7356310747992832e-05,0.6413014116658888,0.6914596871584041,0.7033806419973987,0.21503466470694632,0.8672170756775656,0.2288845865780374,7-31-2014 plot 11.jpg,6.5,6.5
35,0.5964976245160394,0.015216851538320466,0.1823525447771569,0.002066532968396363,0.40237809166066996,0.0047752477710646885,0.0006001988717893749,6.297996216529361e-05,0.5964976245160398,0.015221854785144607,0.18235254477715732,0.0020876566886000375,0.4023780916606695,0.004782402787709094,0.0006001988717893739,6.640331584822515e-05,0.6557752158772062,0.7053917778862847,0.729833920705194,0.20501881027567906,0.8439735443994342,0.22052169939561525,7-31-2014 plot 12.jpg,6.5,6.75
36,0.5397014633698055,0.03133223470561617,0.16498965162734427,0.003937773679403558,0.36406523005587244,0.010404127414284769,0.0005430502924138981,9.815819462023962e-05,0.5397014633698058,0.03142532418673,0.16498965162734439,0.004444269281418474,0.36406523005587227,0.010744624028822125,0.0005430502924139,0.00018841092276746988,0.603068114869928,0.5427836979367605,0.7560762183358497,0.2184877371924596,0.8426092328358089,0.23921598333946792,9-25-2014 plot 1.jpg,7.5,7.5
37,0.5236925772583169,0.022223904273354092,0.16009564869842047,0.002854794723465654,0.35326615093400693,0.006547752332729484,0.0005269420717139166,6.678303645146294e-05,0.5236925772583171,0.022333284794762015,0.1600956486984201,0.003425517777081235,0.3532661509340068,0.006961706007573372,0.000526942071713916,0.00016291540377828074,0.5744122321348083,0.4791127271612976,0.7254488386318164,0.19650014159733703,0.8128549709241577,0.21412733715984708,9-25-2014 plot 2.jpg,6.5,6.5
38,0.5261880046916576,0.01563827806025979,0.16085851433957965,0.0020990712637327168,0.35494948593357145,0.004503397203740715,0.0005294529831887755,6.167142826662683e-05,0.526188004691659,0.015690920043091132,0.16085851433957976,0.002348210328166911,0.3549494859335712,0.0047773134151539096,0.0005294529831887743,9.71814740296387e-05,0.5746526157462574,0.4604633472583912,0.703910280135648,0.18862984960833473,0.8392568203647441,0.19931791847646307,9-25-2014 plot 3.jpg,5.25,5.25
39,0.5380625727430621,0.02124364823573468,0.16448863391308152,0.002863185170500566,0.36295968720754224,0.006212443658337339,0.0005414012325271042,8.576752940214419e-05,0.5380625727430611,0.02131837763593689,0.16448863391308188,0.003249392540901726,0.3629596872075423,0.006528118562579495,0.0005414012325271036,0.00015114008145813092,0.5989040397226035,0.5448819384162809,0.7280329605226912,0.21858771237799493,0.8945653468002508,0.2287355021994622,9-25-2014 plot 4.jpg,6.75,6.75
40,0.5326194978662597,0.014284576886931006,0.1628246565317753,0.0019497898462596155,0.3592879641500168,0.0037843416715902453,0.0005359243835576345,5.4079449749297736e-05,0.5326194978662594,0.014351956666310589,0.16282465653177547,0.0022902130948229474,0.3592879641500185,0.004092653187951265,0.0005359243835576346,0.00010812575128222889,0.5868994720293991,0.5142193076051311,0.7003692070949574,0.19722149630649552,0.8563937591427148,0.20900364692223403,9-25-2014 plot 5.jpg,5.75,5.75
41,0.5328477350582781,0.019241628374840013,0.1628944298738087,0.0026537872476213174,0.3594419256110467,0.005019874529735995,0.0005361540369535892,7.593079912343356e-05,0.5328477350582779,0.01935413703787339,0.1628944298738085,0.003247621727524327,0.35944192561104593,0.005428657156855585,0.0005361540369535918,0.0001789798530589004,0.5791232343390676,0.5031887729472093,0.7172731501069431,0.18138623247216135,0.7994176291634516,0.19697736116793962,9-25-2014 plot 6.jpg,5.25,5.25
42,0.528724662135514,0.014414568332680525,0.16163398421758696,0.0018736456672878974,0.3566606333707201,0.004101318700016823,0.0005320053805049482,4.4937161818328174e-05,0.5287246621355148,0.014481058737559482,0.16163398421758698,0.0022066205924764905,0.35666063337072024,0.004394468760558944,0.000532005380504948,9.720092692179516e-05,0.5834573182280164,0.5088672402464314,0.6960556614760905,0.203285327844338,0.8488888838654193,0.21569342474056863,9-25-2014 plot 7.jpg,6.0,6.0
43,0.5310931421216462,0.0212650007706974,0.16235804133864487,0.0030322598455744163,0.35825833370981036,0.005558164153171218,0.0005343885568280484,0.00010268173876271499,0.5310931421216456,0.021373721740884158,0.1623580413386451,0.0036077343621794497,0.35825833370981147,0.005981874298167902,0.0005343885568280488,0.00020323975863628145,0.5845688143240515,0.5085111390416024,0.7286797626069131,0.20143600380492785,0.8385870034802597,0.2156449786699033,9-25-2014 plot 8.jpg,6.25,6.25
44,0.5415949138155166,0.02473185304185986,0.1655684896528354,0.0033591721213545667,0.36534249076184316,0.007161292765789417,0.0005449554916545967,0.00010243784215018986,0.5415949138155163,0.024842633629406707,0.165568489652835,0.003954656743521275,0.36534249076184316,0.007568702095795296,0.0005449554916545956,0.0002067626158389318,0.6048445681360576,0.5591864566253536,0.741556739551364,0.21619571753753544,0.8733009997709298,0.23228818535232426,9-25-2014 plot 9.jpg,7.0,7.0
45,0.534548674982502,0.023509744437918107,0.1634144163933644,0.0032660152909368086,0.36058932491761303,0.006478287976701244,0.0005378655311516255,0.00010335292932132859,0.5345486749825008,0.023629077525637875,0.16341441639336432,0.003912299551014674,0.360589324917612,0.006908710843444852,0.0005378655311516245,0.0002173777137388029,0.5964125893724503,0.5484012556664738,0.7360450207706135,0.2171232758470877,0.8701801064573689,0.23338741764278823,9-25-2014 plot 10.jpg,7.0,7.0
46,0.5319757556562247,0.019455984654875007,0.16262786106209473,0.0028245729506301835,0.35885371638213215,0.004808489403502712,0.000535276646949296,9.623978152697937e-05,0.5319757556562252,0.019576335147779404,0.16262786106209412,0.0034814325095376838,0.35885371638213276,0.0052217851266015015,0.0005352766469492965,0.00021566140074158696,0.581889304723826,0.49803425353250386,0.7257932245767527,0.18848365481703694,0.8580497459129051,0.2014034819738695,9-25-2014 plot 11.jpg,5.5,5.5
47,0.5255929737548046,0.020160217026968397,0.1606766101691407,0.0028271657518964123,0.3545480972221838,0.005112366566622858,0.0005288542601053954,8.753879580625674e-05,0.5255929737548045,0.020282685470091006,0.16067661016914103,0.0034605838818511894,0.3545480972221839,0.0055777112342330175,0.0005288542601053958,0.0001921982569615936,0.5702834313481226,0.4694992504983282,0.723919390832553,0.17466574035167243,0.7928960352768133,0.18893144738898757,9-25-2014 plot 12.jpg,4.0,4.0
48,0.4680779517741714,0.04380668264607099,0.14309395738055372,0.005401027171404783,0.31575031524415004,0.013317004807118471,0.0004709823593887325,9.928594161070986e-05,0.4680779517741713,0.043839715198916884,0.14309395738055372,0.005518905476794685,0.31575031524415015,0.013620996600942835,0.0004709823593887334,0.00010330735844475522,0.4847360461365941,0.3295726776123047,0.7558461139894604,0.18247719357348965,0.13161945343017578,0.1709314903945525,Patch 1-2.jpg,2.0,2.0
49,0.4853279458808313,0.04107670015472661,0.14836737372532552,0.005056884256203628,0.3273866058587644,0.013138389109967778,0.0004883393891163708,7.815721444275727e-05,0.48532794588083134,0.04104632800563028,0.1483673737253252,0.00498664931758165,0.3273866058587644,0.012808889169501778,0.0004883393891163719,9.023720966430736e-05,0.5082399567747429,0.37608083089192706,0.7441306410785247,0.16299053840133246,0.2721923192342122,0.18011281197583734,Patch 2.jpg,3.0,3.0
50,0.4643359575422743,0.04402828669607787,0.14195000953787526,0.005228099554903589,0.31322608641883365,0.01411760763639327,0.0004672171462111452,7.335499737327272e-05,0.4643359575422737,0.0440520784317743,0.1419500095378752,0.005334748752046586,0.31322608641883365,0.014252740424133603,0.0004672171462111458,8.619744008640281e-05,0.4822591694351895,0.31441783905029297,0.7555748804441029,0.1766648881966402,0.14775307973225912,0.17330914280506554,Patch 3.jpg,1.0,1.0
51,0.47603986738035114,0.0450960966569403,0.14552795797404433,0.005474464535207825,0.32112116715689204,0.015057754366529855,0.0004789936784077951,9.049197350192543e-05,0.47603986738035114,0.045059565078614534,0.14552795797404447,0.005354902076989212,0.32112116715689176,0.014793616648865927,0.00047899367840779596,9.077173671339488e-05,0.49967037649715645,0.3662103017171224,0.7601207164405142,0.17448810330113063,0.31357892354329425,0.1883284092300997,Patch 4.jpg,4.0,3.0
52,0.45466767138330416,0.045301327607378226,0.13899436225235187,0.005099948175911533,0.30670417187234755,0.014373637196769989,0.0004574888686686177,4.2373789324948185e-05,0.4546676713833037,0.045423317746553914,0.13899436225235184,0.005653384856031289,0.30670417187234744,0.015042315377592505,0.0004574888686686175,0.00011160498196027936,0.48209820292354405,0.3237419128417969,0.752475888647296,0.16274830374830862,0.4535366694132487,0.19120522956681565,Patch 5-2.jpg,3.0,2.5
53,0.4866358977020591,0.0400002369734521,0.1487672216597415,0.004996734735214358,0.32826890804435416,0.01296313908216322,0.0004896554567337274,0.00010415527752462631,0.4866358977020589,0.03995203091472977,0.14876722165974132,0.004774607516457605,0.3282689080443541,0.012663604173832693,0.0004896554567337281,7.187246220563017e-05,0.5151515636568759,0.4082949956258138,0.7457776961538087,0.17492551174104987,0.44143517812093097,0.2005175532787106,Patch 6.jpg,4.0,4.0
54,0.47730741883516786,0.04011857213355836,0.1459154552982949,0.004903437967267536,0.32197621655609887,0.013071012610192431,0.00048026909497585484,9.153902613796925e-05,0.47730741883516803,0.04013061794898836,0.1459154552982949,0.004988148686737852,0.3219762165560986,0.01309294223633925,0.0004802690949758552,0.00011153032015205685,0.5321288115058843,0.4135945638020833,0.7658776183256025,0.21495274274153833,0.869103749593099,0.2292373561905017,Patch 7.jpg,7.5,8.0
55,0.4837947083467063,0.048159587792352805,0.1478986547319808,0.005751936286685189,0.3263523331849298,0.016074294184435612,0.0004867966378960058,0.00011250432091988343,0.4837947083467058,0.04816646558859139,0.14789865473198077,0.005695054450399382,0.3263523331849297,0.01635122665464963,0.00048679663789600545,7.648356191335719e-05,0.5371844484915138,0.4236672719319661,0.787141347187478,0.23686235779239184,0.8692741394042969,0.24916535815855823,Patch 8.jpg,7.5,8.0
56,0.48449914885897055,0.040274284437253526,0.14811400600041175,0.004820912595537695,0.3268275260731558,0.0133325202579964,0.0004875054494374552,8.32085880739445e-05,0.4844991488589709,0.0402952081168872,0.14811400600041177,0.004944257160843473,0.32682752607315574,0.013446954887417012,0.0004875054494374556,0.00010936023694967612,0.53849360148112,0.4250691731770833,0.7598599610714917,0.2260978455911854,0.8726971944173177,0.23753032360508736,Patch 9.jpg,5.5,3.5
57,0.4750964299886306,0.03461780345903506,0.14523954406903036,0.004435740706940755,0.32048475466892934,0.010795095374611305,0.0004780443870194622,0.00010861227451253743,0.47509642998863094,0.034642840921045234,0.1452395440690305,0.004599140099730155,0.32048475466892945,0.010859087732386358,0.0004780443870194616,0.00014364664693565052,0.5134345559512866,0.3708346684773763,0.736483530761485,0.18627350450373945,0.729402224222819,0.20554087868537313,Patch 10.jpg,3.5,3.5
58,0.4800040932162595,0.04996668529151935,0.14673984321807318,0.0053683002159830955,0.32379530626693237,0.019107158610618787,0.00048298250212886373,5.0557920175184574e-05,0.4800040932162595,0.04996374780075471,0.1467398432180733,0.005368795761731819,0.3237953062669325,0.019034560395906078,0.0004829825021288646,5.56036306180263e-05,0.5174388897964376,0.42240746815999347,0.757257080283744,0.27436330836562806,0.5513760248819987,0.2674498327859556,Patch 11-2.jpg,6.25,4.0
